Id	ArticleIds	AuthorList	DOI	PubDate	FullJournalName	HasAbstract	LastAuthor	NlmUniqueID	PubDate	PubTypeList	RecordStatus	Source	Title
24771329	DictElement({'pubmed': ['24771329'], 'medline': [], 'pii': 'ciu293', 'doi': '10.1093/cid/ciu293', 'pmc': 'PMC4155441', 'rid': '24771329', 'eid': '24771329', 'pmcid': 'pmc-id: PMC4155441;'}, attributes={})	['Bangirana P', 'Opoka RO', 'Boivin MJ', 'Idro R', 'Hodges JS', 'Romero RA', 'Shapiro E', 'John CC']	10.1093/cid/ciu293	2014 Aug 1	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	1	John CC	9203213	2014 Aug 1	['Journal Article']	PubMed - indexed for MEDLINE	Clin Infect Dis	Severe malarial anemia is associated with long-term neurocognitive impairment.
24736000	DictElement({'pubmed': ['24736000'], 'medline': [], 'pii': 'S0264-410X(14)00483-6', 'doi': '10.1016/j.vaccine.2014.03.092', 'pmc': 'PMC4084734', 'mid': 'NIHMS585636', 'rid': '24736000', 'eid': '24736000', 'pmcid': 'pmc-id: PMC4084734;manuscript-id: NIHMS585636;'}, attributes={})	['El Bissati K', 'Zhou Y', 'Dasgupta D', 'Cobb D', 'Dubey JP', 'Burkhard P', 'Lanar DE', 'McLeod R']	10.1016/j.vaccine.2014.03.092	2014 May 30	Vaccine	1	McLeod R	8406899	2014 May 30	['Journal Article']	PubMed - indexed for MEDLINE	Vaccine	Effectiveness of a novel immunogenic nanoparticle platform for Toxoplasma peptide vaccine in HLA transgenic mice.
24693973	DictElement({'pubmed': ['24693973'], 'medline': [], 'pii': '1475-2875-13-134', 'doi': '10.1186/1475-2875-13-134', 'pmc': 'PMC4230024', 'rid': '24693973', 'eid': '24693973', 'pmcid': 'pmc-id: PMC4230024;'}, attributes={})	['Zhang G', 'Skorokhod OA', 'Khoo SK', 'Aguilar R', 'Wiertsema S', 'Nhabomba AJ', 'Marrocco T', 'McNamara-Smith M', 'Manaca MN', 'Barbosa A', 'Quintó L', 'Hayden CM', 'Goldblatt J', 'Guinovart C', 'Alonso PL', 'Dobaño C', 'Schwarzer E', 'LeSouëf PN']	10.1186/1475-2875-13-134	2014 Apr 3	Malaria journal	1	LeSouëf PN	101139802	2014 Apr 3	['Journal Article', 'Randomized Controlled Trial']	PubMed - indexed for MEDLINE	Malar J	Plasma advanced oxidative protein products are associated with anti-oxidative stress pathway genes and malaria in a longitudinal cohort.
24633915	DictElement({'pubmed': ['24633915'], 'medline': [], 'pii': 'czu013', 'doi': '10.1093/heapol/czu013', 'pmc': 'PMC4353896', 'rid': '24633915', 'eid': '24633915', 'pmcid': 'pmc-id: PMC4353896;'}, attributes={})	['Morris A', 'Ward A', 'Moonen B', 'Sabot O', 'Cohen JM']	10.1093/heapol/czu013	2015 Apr	Health policy and planning	1	Cohen JM	8610614	2015 Apr	['Journal Article', 'Review']	PubMed - indexed for MEDLINE	Health Policy Plan	Price subsidies increase the use of private sector ACTs: evidence from a systematic review.
24612056	DictElement({'pubmed': ['24612056'], 'medline': [], 'doi': '10.1111/cmi.12283', 'pmc': 'PMC4286792', 'rid': '24612056', 'eid': '24612056', 'pmcid': 'pmc-id: PMC4286792;'}, attributes={})	['Kan A', 'Tan YH', 'Angrisano F', 'Hanssen E', 'Rogers KL', 'Whitehead L', 'Mollard VP', 'Cozijnsen A', 'Delves MJ', 'Crawford S', 'Sinden RE', 'McFadden GI', 'Leckie C', 'Bailey J', 'Baum J']	10.1111/cmi.12283	2014 May	Cellular microbiology	1	Baum J	100883691	2014 May	['Journal Article']	PubMed - indexed for MEDLINE	Cell Microbiol	Quantitative analysis of Plasmodium ookinete motion in three dimensions suggests a critical role for cell shape in the biomechanics of malaria parasite gliding motility.
24598692	DictElement({'pubmed': ['24598692'], 'medline': [], 'doi': '10.1371/journal.pone.0090108', 'pii': 'PONE-D-13-33766', 'pmc': 'PMC3943899', 'rid': '24598692', 'eid': '24598692', 'pmcid': 'pmc-id: PMC3943899;'}, attributes={})	['Siekmans K', 'Receveur O', 'Haddad S']	10.1371/journal.pone.0090108	2014	PloS one	1	Haddad S	101285081	2014	['Journal Article']	PubMed - indexed for MEDLINE	PLoS One	Can an integrated approach reduce child vulnerability to anaemia? Evidence from three African countries.
24581350	DictElement({'pubmed': ['24581350'], 'medline': [], 'doi': '10.1111/j.1948-7134.2013.12035.x', 'rid': '24581350', 'eid': '24581350'}, attributes={})	['Ganser C', 'Wisely SM']	10.1111/j.1948-7134.2013.12035.x	2013 Dec	Journal of vector ecology : journal of the Society for Vector Ecology	1	Wisely SM	9512496	2013 Dec	['Journal Article']	PubMed - indexed for MEDLINE	J Vector Ecol	Patterns of spatio-temporal distribution, abundance, and diversity in a mosquito community from the eastern Smoky Hills of Kansas.
24535679	DictElement({'pubmed': ['24535679'], 'medline': [], 'doi': '10.1002/gepi.21792', 'pmc': 'PMC4150535', 'rid': '24535679', 'eid': '24535679', 'pmcid': 'pmc-id: PMC4150535;'}, attributes={})	['Howey R', 'Cordell HJ']	10.1002/gepi.21792	2014 Apr	Genetic epidemiology	1	Cordell HJ	8411723	2014 Apr	['Journal Article']	PubMed - indexed for MEDLINE	Genet Epidemiol	Imputation without doing imputation: a new method for the detection of non-genotyped causal variants.
24528891	DictElement({'pubmed': ['24528891'], 'medline': [], 'pii': '1475-2875-13-57', 'doi': '10.1186/1475-2875-13-57', 'pmc': 'PMC3932312', 'rid': '24528891', 'eid': '24528891', 'pmcid': 'pmc-id: PMC3932312;'}, attributes={})	['Zhao X', 'Chen F', 'Feng Z', 'Li X', 'Zhou XH']	10.1186/1475-2875-13-57	2014 Feb 15	Malaria journal	1	Zhou XH	101139802	2014 Feb 15	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	The temporal lagged association between meteorological factors and malaria in 30 counties in south-west China: a multilevel distributed lag non-linear analysis.
24527958	DictElement({'pubmed': ['24527958'], 'medline': [], 'doi': '10.1111/1365-2656.12214', 'rid': '24527958', 'eid': '24527958'}, attributes={})	['Gonzalez-Quevedo C', 'Davies RG', 'Richardson DS']	10.1111/1365-2656.12214	2014 Sep	The Journal of animal ecology	1	Richardson DS	0376574	2014 Sep	['Journal Article']	PubMed - indexed for MEDLINE	J Anim Ecol	Predictors of malaria infection in a wild bird population: landscape-level analyses reveal climatic and anthropogenic factors.
24499518	DictElement({'pubmed': ['24499518'], 'medline': [], 'pii': '1756-3305-6-320', 'doi': '10.1186/1756-3305-6-320', 'pmc': 'PMC4029358', 'rid': '24499518', 'eid': '24499518', 'pmcid': 'pmc-id: PMC4029358;'}, attributes={})	['Mereta ST', 'Yewhalaw D', 'Boets P', 'Ahmed A', 'Duchateau L', 'Speybroeck N', 'Vanwambeke SO', 'Legesse W', 'De Meester L', 'Goethals PL']	10.1186/1756-3305-6-320	2013 Nov 4	Parasites & vectors	1	Goethals PL	101462774	2013 Nov 4	['Journal Article']	PubMed - indexed for MEDLINE	Parasit Vectors	Physico-chemical and biological characterization of anopheline mosquito larval habitats (Diptera: Culicidae): implications for malaria control.
24472517	DictElement({'pubmed': ['24472517'], 'medline': [], 'pii': '1756-3305-7-52', 'doi': '10.1186/1756-3305-7-52', 'pmc': 'PMC3917899', 'rid': '24472517', 'eid': '24472517', 'pmcid': 'pmc-id: PMC3917899;'}, attributes={})	['Iwashita H', 'Dida GO', 'Sonye GO', 'Sunahara T', 'Futami K', 'Njenga SM', 'Chaves LF', 'Minakawa N']	10.1186/1756-3305-7-52	2014 Jan 28	Parasites & vectors	1	Minakawa N	101462774	2014 Jan 28	['Journal Article']	PubMed - indexed for MEDLINE	Parasit Vectors	Push by a net, pull by a cow: can zooprophylaxis enhance the impact of insecticide treated bed nets on malaria control?
24472224	DictElement({'pubmed': ['24472224'], 'medline': [], 'pii': '1475-2875-13-36', 'doi': '10.1186/1475-2875-13-36', 'pmc': 'PMC3909452', 'rid': '24472224', 'eid': '24472224', 'pmcid': 'pmc-id: PMC3909452;'}, attributes={})	['Zhao Q', 'Tensfeldt TG', 'Chandra R', 'Mould DR']	10.1186/1475-2875-13-36	2014 Jan 29	Malaria journal	1	Mould DR	101139802	2014 Jan 29	['Journal Article', 'Randomized Controlled Trial']	PubMed - indexed for MEDLINE	Malar J	Population pharmacokinetics of azithromycin and chloroquine in healthy adults and paediatric malaria subjects following oral administration of fixed-dose azithromycin and chloroquine combination tablets.
24462906	DictElement({'pubmed': ['24462906'], 'medline': [], 'pii': 'S1567-1348(14)00019-7', 'doi': '10.1016/j.meegid.2014.01.016', 'rid': '24462906', 'eid': '24462906'}, attributes={})	['Mehrizi AA', 'Zakeri S', 'Djadid ND']	10.1016/j.meegid.2014.01.016	2014 Mar	Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases	1	Djadid ND	101084138	2014 Mar	['Journal Article']	PubMed - indexed for MEDLINE	Infect Genet Evol	Limited genetic diversity and purifying selection in Iranian Plasmodium falciparum Generative Cell Specific 1 (PfGCS1), a potential target for transmission-blocking vaccine.
24372050	DictElement({'pubmed': ['24372050'], 'medline': [], 'pii': 'CCHTS-EPUB-58390', 'rid': '24372050', 'eid': '24372050'}, attributes={})	['Aher RB', 'Roy K']		2014	Combinatorial chemistry & high throughput screening	1	Roy K	9810948	2014	['Journal Article']	PubMed - indexed for MEDLINE	Comb Chem High Throughput Screen	Classification SAR modeling of diverse quinolone compounds for antimalarial potency against Plasmodium falciparum.
24366463	DictElement({'pubmed': ['24366463'], 'medline': [], 'pii': 'pr2013206', 'doi': '10.1038/pr.2013.206', 'pmc': 'PMC3873711', 'rid': '24366463', 'eid': '24366463', 'pmcid': 'pmc-id: PMC3873711;'}, attributes={})	['Lee AC', 'Kozuki N', 'Blencowe H', 'Vos T', 'Bahalim A', 'Darmstadt GL', 'Niermeyer S', 'Ellis M', 'Robertson NJ', 'Cousens S', 'Lawn JE']	10.1038/pr.2013.206	2013 Dec	Pediatric research	1	Lawn JE	0100714	2013 Dec	['Historical Article', 'Journal Article', 'Meta-Analysis', 'Review']	PubMed - indexed for MEDLINE	Pediatr Res	Intrapartum-related neonatal encephalopathy incidence and impairment at regional and global levels for 2010 with trends from 1990.
24363547	DictElement({'pubmed': ['24363547'], 'medline': [], 'doi': '10.1155/2013/340702', 'pmc': 'PMC3865641', 'rid': '24363547', 'eid': '24363547', 'pmcid': 'pmc-id: PMC3865641;'}, attributes={})	['Dow A', 'Kayira D', 'Hudgens MG', 'Van Rie A', 'King CC', 'Ellington S', 'Chome N', 'Kourtis A', 'Turner AN', 'Kacheche Z', 'Jamieson DJ', 'Chasela C', 'van der Horst C']	10.1155/2013/340702	2013	Infectious diseases in obstetrics and gynecology	1	van der Horst C	9318481	2013	['Journal Article', 'Randomized Controlled Trial']	PubMed - indexed for MEDLINE	Infect Dis Obstet Gynecol	The effect of cotrimoxazole prophylactic treatment on malaria, birth outcomes, and postpartum CD4 count in HIV-infected women.
24358743	DictElement({'pubmed': ['24358743'], 'medline': [], 'rid': '24358743', 'eid': '24358743'}, attributes={})	['Yao JW', 'Jia TW', 'Zhou XN']		2013 Aug	Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control	1	Zhou XN	101144973	2013 Aug	['Journal Article']	PubMed - indexed for MEDLINE	Zhongguo Xue Xi Chong Bing Fang Zhi Za Zhi	[Assessing the correlation between international collaboration and academic influence in parasitic diseases: a case study of National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention].
24355745	DictElement({'pubmed': ['24355745'], 'medline': [], 'pii': 'dyt231', 'doi': '10.1093/ije/dyt231', 'pmc': 'PMC3937976', 'rid': '24355745', 'eid': '24355745', 'pmcid': 'pmc-id: PMC3937976;'}, attributes={})	['Alba S', 'Nathan R', 'Schulze A', 'Mshinda H', 'Lengeler C']	10.1093/ije/dyt231	2014 Feb	International journal of epidemiology	1	Lengeler C	7802871	2014 Feb	['Journal Article']	PubMed - indexed for MEDLINE	Int J Epidemiol	Child mortality patterns in rural Tanzania: an observational study on the impact of malaria control interventions.
24350670	DictElement({'pubmed': ['24350670'], 'medline': [], 'pii': '1475-2875-12-452', 'doi': '10.1186/1475-2875-12-452', 'pmc': 'PMC3878361', 'rid': '24350670', 'eid': '24350670', 'pmcid': 'pmc-id: PMC3878361;'}, attributes={})	['Wardrop NA', 'Barnett AG', 'Atkinson JA', 'Clements AC']	10.1186/1475-2875-12-452	2013 Dec 18	Malaria journal	1	Clements AC	101139802	2013 Dec 18	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	Plasmodium vivax malaria incidence over time and its association with temperature and rainfall in four counties of Yunnan Province, China.
24348235	DictElement({'pubmed': ['24348235'], 'medline': [], 'doi': '10.1371/journal.pcbi.1003392', 'pii': 'PCOMPBIOL-D-13-01061', 'pmc': 'PMC3861035', 'rid': '24348235', 'eid': '24348235', 'pmcid': 'pmc-id: PMC3861035;'}, attributes={})	['Joice R', 'Narasimhan V', 'Montgomery J', 'Sidhu AB', 'Oh K', 'Meyer E', 'Pierre-Louis W', 'Seydel K', 'Milner D', 'Williamson K', 'Wiegand R', 'Ndiaye D', 'Daily J', 'Wirth D', 'Taylor T', 'Huttenhower C', 'Marti M']	10.1371/journal.pcbi.1003392	2013	PLoS computational biology	1	Marti M	101238922	2013	['Journal Article']	PubMed - indexed for MEDLINE	PLoS Comput Biol	Inferring developmental stage composition from gene expression in human malaria.
24336697	DictElement({'pubmed': ['24336697'], 'medline': [], 'pii': 'trt099', 'doi': '10.1093/trstmh/trt099', 'rid': '24336697', 'eid': '24336697'}, attributes={})	['Padonou G', 'Le Port A', 'Cottrell G', 'Guerra J', 'Choudat I', 'Rachas A', 'Bouscaillou J', 'Massougbodji A', 'Garcia A', 'Martin-Prevel Y']	10.1093/trstmh/trt099	2014 Feb	Transactions of the Royal Society of Tropical Medicine and Hygiene	1	Martin-Prevel Y	7506129	2014 Feb	['Journal Article']	PubMed - indexed for MEDLINE	Trans R Soc Trop Med Hyg	Prematurity, intrauterine growth retardation and low birth weight: risk factors in a malaria-endemic area in southern Benin.
24330615	DictElement({'pubmed': ['24330615'], 'medline': [], 'pii': '1756-3305-6-311', 'doi': '10.1186/1756-3305-6-311', 'pmc': 'PMC3843567', 'rid': '24330615', 'eid': '24330615', 'pmcid': 'pmc-id: PMC3843567;'}, attributes={})	['Walker M', 'Winskill P', 'Basáñez MG', 'Mwangangi JM', 'Mbogo C', 'Beier JC', 'Midega JT']	10.1186/1756-3305-6-311	2013 Oct 28	Parasites & vectors	1	Midega JT	101462774	2013 Oct 28	['Journal Article']	PubMed - indexed for MEDLINE	Parasit Vectors	Temporal and micro-spatial heterogeneity in the distribution of Anopheles vectors of malaria along the Kenyan coast.
24330329	DictElement({'pubmed': ['24330329'], 'medline': [], 'pii': '1475-2875-12-447', 'doi': '10.1186/1475-2875-12-447', 'pmc': 'PMC3878832', 'rid': '24330329', 'eid': '24330329', 'pmcid': 'pmc-id: PMC3878832;'}, attributes={})	['Sutton PL']	10.1186/1475-2875-12-447	2013 Dec 11	Malaria journal	1	Sutton PL	101139802	2013 Dec 11	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	A call to arms: on refining Plasmodium vivax microsatellite marker panels for comparing global diversity.
24322291	DictElement({'pubmed': ['24322291'], 'medline': [], 'doi': '10.1007/s00436-013-3717-4', 'rid': '24322291', 'eid': '24322291'}, attributes={})	['Mascarenhas Netto Rde C', 'Fabbri C', 'de Freitas MV', 'Bernardino Neto M', 'Garrote-Filho MS', 'Lacerda MV', 'Lima ES', 'Penha-Silva N']	10.1007/s00436-013-3717-4	2014 Mar	Parasitology research	1	Penha-Silva N	8703571	2014 Mar	['Journal Article']	PubMed - indexed for MEDLINE	Parasitol Res	Influence of Plasmodium vivax malaria on the relations between the osmotic stability of human erythrocyte membrane and hematological and biochemical variables.
24228784	DictElement({'pubmed': ['24228784'], 'medline': [], 'pii': '1475-2875-12-416', 'doi': '10.1186/1475-2875-12-416', 'pmc': 'PMC4225758', 'rid': '24228784', 'eid': '24228784', 'pmcid': 'pmc-id: PMC4225758;'}, attributes={})	['Lowe R', 'Chirombo J', 'Tompkins AM']	10.1186/1475-2875-12-416	2013 Nov 14	Malaria journal	1	Tompkins AM	101139802	2013 Nov 14	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	Relative importance of climatic, geographic and socio-economic determinants of malaria in Malawi.
24206777	DictElement({'pubmed': ['24206777'], 'medline': [], 'pii': '1475-2875-12-407', 'doi': '10.1186/1475-2875-12-407', 'pmc': 'PMC3833815', 'rid': '24206777', 'eid': '24206777', 'pmcid': 'pmc-id: PMC3833815;'}, attributes={})	['Townes LR', 'Mwandama D', 'Mathanga DP', 'Wilson ML']	10.1186/1475-2875-12-407	2013 Nov 11	Malaria journal	1	Wilson ML	101139802	2013 Nov 11	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	Elevated dry-season malaria prevalence associated with fine-scale spatial patterns of environmental risk: a case-control study of children in rural Malawi.
24188069	DictElement({'pubmed': ['24188069'], 'medline': [], 'pii': '1475-2875-12-390', 'doi': '10.1186/1475-2875-12-390', 'pmc': 'PMC4228243', 'rid': '24188069', 'eid': '24188069', 'pmcid': 'pmc-id: PMC4228243;'}, attributes={})	['Ocampo AJ', 'Chunara R', 'Brownstein JS']	10.1186/1475-2875-12-390	2013 Nov 4	Malaria journal	1	Brownstein JS	101139802	2013 Nov 4	['Evaluation Studies', 'Journal Article']	PubMed - indexed for MEDLINE	Malar J	Using search queries for malaria surveillance, Thailand.
24159514	DictElement({'pubmed': ['24159514'], 'medline': [], 'doi': '10.1016/j.phrp.2012.11.003', 'pii': 'EPHRP1-3-192', 'pmc': 'PMC3747662', 'rid': '24159514', 'eid': '24159514', 'pmcid': 'pmc-id: PMC3747662;'}, attributes={})	['Noh M', 'Lee Y', 'Oh S', 'Chu C', 'Gwack J', 'Youn SK', 'Cho SH', 'Lee WJ', 'Huh S']	10.1016/j.phrp.2012.11.003	2012 Dec	Osong public health and research perspectives	1	Huh S	101563309	2012 Dec	['Journal Article']	PubMed	Osong Public Health Res Perspect	Spatial and Temporal Distribution of Plasmodium vivax Malaria in Korea Estimated with a Hierarchical Generalized Linear Model.
24044424	DictElement({'pubmed': ['24044424'], 'medline': [], 'pii': '1475-2875-12-329', 'doi': '10.1186/1475-2875-12-329', 'pmc': 'PMC3848552', 'rid': '24044424', 'eid': '24044424', 'pmcid': 'pmc-id: PMC3848552;'}, attributes={})	['Durnez L', 'Mao S', 'Denis L', 'Roelants P', 'Sochantha T', 'Coosemans M']	10.1186/1475-2875-12-329	2013 Sep 17	Malaria journal	1	Coosemans M	101139802	2013 Sep 17	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	Outdoor malaria transmission in forested villages of Cambodia.
24041884	DictElement({'pubmed': ['24041884'], 'medline': [], 'pii': 'AAC.00635-13', 'doi': '10.1128/AAC.00635-13', 'pmc': 'PMC3837878', 'rid': '24041884', 'eid': '24041884', 'pmcid': 'pmc-id: PMC3837878;'}, attributes={})	['Morris CA', 'Tan B', 'Duparc S', 'Borghini-Fuhrer I', 'Jung D', 'Shin CS', 'Fleckenstein L']	10.1128/AAC.00635-13	2013 Dec	Antimicrobial agents and chemotherapy	1	Fleckenstein L	0315061	2013 Dec	['Journal Article']	PubMed - indexed for MEDLINE	Antimicrob Agents Chemother	Effects of body size and gender on the population pharmacokinetics of artesunate and its active metabolite dihydroartemisinin in pediatric malaria patients.
24036172	DictElement({'pubmed': ['24036172'], 'medline': [], 'pii': 'S0022-1910(13)00189-3', 'doi': '10.1016/j.jinsphys.2013.09.001', 'rid': '24036172', 'eid': '24036172'}, attributes={})	['Qiu YT', 'Gort G', 'Torricelli R', 'Takken W', 'van Loon JJ']	10.1016/j.jinsphys.2013.09.001	2013 Nov	Journal of insect physiology	1	van Loon JJ	2985080R	2013 Nov	['Journal Article']	PubMed - indexed for MEDLINE	J Insect Physiol	Effects of blood-feeding on olfactory sensitivity of the malaria mosquito Anopheles gambiae: application of mixed linear models to account for repeated measurements.
24010933	DictElement({'pubmed': ['24010933'], 'medline': [], 'pii': 'CAD-55659', 'rid': '24010933', 'eid': '24010933'}, attributes={})	['Singh B', 'Vishwakarma RA', 'Bharate SB']		2013 Sep	Current computer-aided drug design	1	Bharate SB	101265750	2013 Sep	['Journal Article']	PubMed - indexed for MEDLINE	Curr Comput Aided Drug Des	QSAR and pharmacophore modeling of natural and synthetic antimalarial prodiginines.
24010931	DictElement({'pubmed': ['24010931'], 'medline': [], 'pii': 'CAD-55655', 'rid': '24010931', 'eid': '24010931'}, attributes={})	['Sharma BK', 'Verma S', 'Prabhakar YS']		2013 Sep	Current computer-aided drug design	1	Prabhakar YS	101265750	2013 Sep	['Journal Article']	PubMed - indexed for MEDLINE	Curr Comput Aided Drug Des	Topological and physicochemical characteristics of 1,2,3,4-Tetrahydroacridin- 9(10H)-ones and their antimalarial profiles: a composite insight to the structure-activity relation.
24009663	DictElement({'pubmed': ['24009663'], 'medline': [], 'doi': '10.1371/journal.pone.0071539', 'pii': 'PONE-D-13-16134', 'pmc': 'PMC3756973', 'rid': '24009663', 'eid': '24009663', 'pmcid': 'pmc-id: PMC3756973;'}, attributes={})	['Kamau E', 'Alemayehu S', 'Feghali KC', 'Saunders D', 'Ockenhouse CF']	10.1371/journal.pone.0071539	2013	PloS one	1	Ockenhouse CF	101285081	2013	['Journal Article']	PubMed - indexed for MEDLINE	PLoS One	Multiplex qPCR for detection and absolute quantification of malaria.
24007344	DictElement({'pubmed': ['24007344'], 'medline': [], 'pii': '1756-0500-6-350', 'doi': '10.1186/1756-0500-6-350', 'pmc': 'PMC3844504', 'rid': '24007344', 'eid': '24007344', 'pmcid': 'pmc-id: PMC3844504;'}, attributes={})	['Laar AK', 'Grant FE', 'Addo Y', 'Soyiri I', 'Nkansah B', 'Abugri J', 'Laar AS', 'Ampofo WK', 'Tuakli JM', 'Quakyi IA']	10.1186/1756-0500-6-350	2013 Sep 3	BMC research notes	1	Quakyi IA	101462768	2013 Sep 3	['Journal Article']	PubMed - indexed for MEDLINE	BMC Res Notes	Predictors of fetal anemia and cord blood malaria parasitemia among newborns of HIV-positive mothers.
23911994	DictElement({'pubmed': ['23911994'], 'medline': [], 'pii': 'S1093-3263(13)00122-8', 'doi': '10.1016/j.jmgm.2013.07.004', 'rid': '23911994', 'eid': '23911994'}, attributes={})	['Li J', 'Li S', 'Bai C', 'Liu H', 'Gramatica P']	10.1016/j.jmgm.2013.07.004	2013 Jul	Journal of molecular graphics & modelling	1	Gramatica P	9716237	2013 Jul	['Journal Article']	PubMed - indexed for MEDLINE	J Mol Graph Model	Structural requirements of 3-carboxyl-4(1H)-quinolones as potential antimalarials from 2D and 3D QSAR analysis.
23894428	DictElement({'pubmed': ['23894428'], 'medline': [], 'doi': '10.1371/journal.pone.0069181', 'pii': 'PONE-D-13-05535', 'pmc': 'PMC3718681', 'rid': '23894428', 'eid': '23894428', 'pmcid': 'pmc-id: PMC3718681;'}, attributes={})	['Amegah AK', 'Damptey OK', 'Sarpong GA', 'Duah E', 'Vervoorn DJ', 'Jaakkola JJ']	10.1371/journal.pone.0069181	2013	PloS one	1	Jaakkola JJ	101285081	2013	['Journal Article']	PubMed - indexed for MEDLINE	PLoS One	Malaria infection, poor nutrition and indoor air pollution mediate socioeconomic differences in adverse pregnancy outcomes in Cape Coast, Ghana.
23790353	DictElement({'pubmed': ['23790353'], 'medline': [], 'pii': 'S0140-6736(13)60851-X', 'doi': '10.1016/S0140-6736(13)60851-X', 'rid': '23790353', 'eid': '23790353'}, attributes={})	['Tusting LS', 'Willey B', 'Lucas H', 'Thompson J', 'Kafy HT', 'Smith R', 'Lindsay SW']	10.1016/S0140-6736(13)60851-X	2013 Sep 14	Lancet (London, England)	1	Lindsay SW	2985213R	2013 Sep 14	['Journal Article', 'Meta-Analysis', 'Review']	PubMed - indexed for MEDLINE	Lancet	Socioeconomic development as an intervention against malaria: a systematic review and meta-analysis.
23608095	DictElement({'pubmed': ['23608095'], 'medline': [], 'pii': 'S0277-9536(13)00113-5', 'doi': '10.1016/j.socscimed.2013.02.031', 'rid': '23608095', 'eid': '23608095'}, attributes={})	['Colvin CJ', 'Smith HJ', 'Swartz A', 'Ahs JW', 'de Heer J', 'Opiyo N', 'Kim JC', 'Marraccini T', 'George A']	10.1016/j.socscimed.2013.02.031	2013 Jun	Social science & medicine (1982)	1	George A	8303205	2013 Jun	['Journal Article', 'Review']	PubMed - indexed for MEDLINE	Soc Sci Med	Understanding careseeking for child illness in sub-Saharan Africa: a systematic review and conceptual framework based on qualitative research of household recognition and response to child diarrhoea, pneumonia and malaria.
23575873	DictElement({'pubmed': ['23575873'], 'medline': [], 'pii': 'mzt030', 'doi': '10.1093/intqhc/mzt030', 'rid': '23575873', 'eid': '23575873'}, attributes={})	['Rowe AK']	10.1093/intqhc/mzt030	2013 Jul	International journal for quality in health care : journal of the International Society for Quality in Health Care	1	Rowe AK	9434628	2013 Jul	['Journal Article']	PubMed - indexed for MEDLINE	Int J Qual Health Care	The effect of performance indicator category on estimates of intervention effectiveness.
23570846	DictElement({'pubmed': ['23570846'], 'medline': [], 'pii': 'jit156', 'doi': '10.1093/infdis/jit156', 'pmc': 'PMC3685228', 'rid': '23570846', 'eid': '23570846', 'pmcid': 'pmc-id: PMC3685228;'}, attributes={})	"['Douglas AD', 'Edwards NJ', 'Duncan CJ', 'Thompson FM', 'Sheehy SH', ""O'Hara GA"", 'Anagnostou N', 'Walther M', 'Webster DP', 'Dunachie SJ', 'Porter DW', 'Andrews L', 'Gilbert SC', 'Draper SJ', 'Hill AV', 'Bejon P']"	10.1093/infdis/jit156	2013 Jul 15	The Journal of infectious diseases	1	Bejon P	0413675	2013 Jul 15	['Journal Article']	PubMed - indexed for MEDLINE	J Infect Dis	Comparison of modeling methods to determine liver-to-blood inocula and parasite multiplication rates during controlled human malaria infection.
23556023	DictElement({'pubmed': ['23556023'], 'medline': [], 'doi': '10.1371/journal.pntd.0002139', 'pii': 'PNTD-D-12-00523', 'pmc': 'PMC3605282', 'rid': '23556023', 'eid': '23556023', 'pmcid': 'pmc-id: PMC3605282;'}, attributes={})	['Laporta GZ', 'Lopez de Prado PI', 'Kraenkel RA', 'Coutinho RM', 'Sallum MA']	10.1371/journal.pntd.0002139	2013	PLoS neglected tropical diseases	1	Sallum MA	101291488	2013	['Journal Article']	PubMed - indexed for MEDLINE	PLoS Negl Trop Dis	Biodiversity can help prevent malaria outbreaks in tropical forests.
23540764	DictElement({'pubmed': ['23540764'], 'medline': [], 'pii': 'S1477-8939(13)00018-5', 'doi': '10.1016/j.tmaid.2013.02.007', 'rid': '23540764', 'eid': '23540764'}, attributes={})	['Maltezou HC', 'Tsolia M', 'Polymerou I', 'Theodoridou M']	10.1016/j.tmaid.2013.02.007	2013 May-Jun	Travel medicine and infectious disease	1	Theodoridou M	101230758	2013 May-Jun	['Journal Article']	PubMed - indexed for MEDLINE	Travel Med Infect Dis	Paediatric malaria in Greece in the era of global population mobility.
23537187	DictElement({'pubmed': ['23537187'], 'medline': [], 'pii': '1475-2875-12-115', 'doi': '10.1186/1475-2875-12-115', 'pmc': 'PMC3616886', 'rid': '23537187', 'eid': '23537187', 'pmcid': 'pmc-id: PMC3616886;'}, attributes={})	['Kreeftmeijer-Vegter AR', 'Melo Mde M', 'de Vries PJ', 'Koelewijn R', 'van Hellemond JJ', 'van Genderen PJ']	10.1186/1475-2875-12-115	2013 Mar 27	Malaria journal	1	van Genderen PJ	101139802	2013 Mar 27	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	Manual blood exchange transfusion does not significantly contribute to parasite clearance in artesunate-treated individuals with imported severe Plasmodium falciparum malaria.
